Test_ID,Single_Valid_All_Keys,Single_Latency,Multi_Valid_All_Keys,Multi_Latency,Single_Raw,Multi_L1_Raw,Multi_L2_Raw
Task_033,True,12.83,False,25.32,"{   ""TTP_ID"": null,   ""Explanation"": ""The system process 'gpupdate.exe' is running with the SYSTEM user account and attempting to force a Group Policy update."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Review recent changes in group policy settings, ensure only necessary policies are being enforced, consider disabling unnecessary or potentially harmful GPOs."" }","{   ""TTP_ID"": ""CVE-2018-0708 (Spectre Variant 1)"",   ""Explanrance"": ""The command line indicates that the 'gpupdate.exe' process, which is used to update Group Policy settings on a Windows system, was executed with the '/force' parameter. This suggests an attempt to forcefully apply policy changes without user interaction or confirmation prompts."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Update the operating system to a version that includes patches for CVE-2018-0708 (Spectre Variant 1). Ensure all software is up to date, and consider implementing additional security measures such as disabling unused features or using hardware with built-in defenses against speculative execution attacks."" }"
Task_034,True,16.91,True,16.23,"{   ""TTP_ID"": null,   ""Explanation"": ""The system process 'System' is executing the Windows Defender MpCmdRun.exe with a command to perform an in-place scan (ScanType=1). This could indicate that malware was detected and needed immediate scanning or it might be part of routine maintenance."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Review the results of the Windows Defender Advanced Scan to identify any threats. If necessary, update antivirus definitions and run a full system scan with real-time protection enabled."" }","{   ""TTP_ID"": ""T1546.002-001"",   ""Explanation"": ""The command line indicates the execution of a Windows Defender scan, which is typically used to detect and remove malware from systems."" }","{   ""Severity"": ""Low"",   ""Mitigation"": ""Ensure that antivirus software definitions are up-to-date."" }"
Task_035,True,13.39,True,26.69,"{   ""TTP_ID"": null,   ""Explanation"": ""The ShareName '\\\\SERVER01\\Public' is likely a network share that user02 has access to. Without additional context or logs indicating suspicious activity such as unauthorized data exfiltration attempts from this shared folder, it cannot be concluded with certainty."",   ""Severity"": ""Low"",   ""Mitigation"": null }","{   ""TTP_ID"": ""Lateral Movement (T1055)"",   ""Explanation"": ""The user 'user02' has accessed a shared folder ('\\\\SERVER01\\Public') on the internal IP address '192.168.1.100'. This could indicate that an attacker, masquerading as this legitimate user or using credentials obtained through credential stuffing attacks, is attempting to move laterally within the network by accessing shared resources."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately revoke access for 'user02', force a password reset if necessary, and conduct an audit of all users with similar patterns in accessing shared resources. Implement multi-factor authentication (MFA) where possible to reduce the risk of credential stuffing attacks."" }"
Task_036,True,22.84,True,24.3,"{   ""TTP_ID"": null,   ""Explanation"": ""The command 'netsh advfirewall set allprofiles state off' executed by the admin user indicates an attempt to disable firewall protection on a Windows system. This action can expose the network and its resources to potential unautstatic threats."",   ""Severity"": ""High"",   ""Mitigation"": {     ""Immediate_Action"": ""Revoke administrative privileges from 'admin' user if not necessary for their role, or prompt them to use a standard account with limited permissions. Immediately re-enable the firewall and review recent changes."",     ""Long_Term_Actions"": [       ""Educate users on security best practices"",       ""Implement least privilege access control policies"",       ""Regularly audit user privileges""     ]   } }","{   ""TTP_ID"": ""T1086"",   ""Explanation"": ""The command 'netsh advfirewall set allprofiles state off' is indicative of a threat actor attempting to disable firewall protection across the system. This action aligns with tactics used by attackers who aim to remove or reduce network defenses, which can be categorized under Tactic 10 (Impair Defenses) and corresponding MITRE ATT&CK technique ID 'T1086'. The use of administrative privileges ('User': "" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately re-enable firewall protection, investigate the source and intent behind this command execution, enforce strict least privilege policies to prevent unauthorized administrative access."" }"
Task_037,True,16.87,False,18.5,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates an attempt to add a registry entry that points to malicious software ('Backdoor' and 'C:\\Temp\\malware.exe') which could be used by threat actors for persistent access or control over the system."",   ""Severity"": ""High"",   ""Mitigation"": ""Immediately remove any unauthorized registry entries, investigate recent changes to understand scope of compromise, and apply necessary patches. Ensure that all software is up-to-date with security fixes applied."" }","{     ""TTP_ID"": ""T1546"",     ""Explaninq"": ""The command line indicates the use of 'reg add' to create a registry key that points to an executable file located at C:\\Temp\\malware.exe, which is likely used for persistence and execution upon system startup."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system, remove 'C:\\Temp\\malware.exe', and investigate how this command was executed without proper authorization."" }"
Task_038,True,12.74,True,24.66,"{   ""TTP_ID"": null,   ""Explanation"": ""The CommandLine indicates that a service named 'WinUpdateSvc' is being created with the executable located at C:\\Windows\\Temp\\backdoor.exe and it will start automatically when the system boots up."",   ""Severity"": ""High"",   ""Mitigation"": ""Remove or quarantine backdoor.exe, investigate for potential malware presence."" }","{     ""TTP_ID"": ""T1086"",     ""Explanation"": ""The command line indicates the creation of a service with 'binPath' pointing to what appears as an executable that could be used for backdoor purposes. This aligns with T1086, which is about creating or modifying services and processes."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system from the network to prevent potential lateral movement of threats within a larger environment, conduct an investigation into how this service was created and what its intended purpose is. If it's confirmed as malicious, remove or disable the 'WinUpdateSvc', investigate for any changes made by unauthorized processes since system restoration from backups may be required."" }"
Task_039,True,16.59,False,27.93,"{   ""TTP_ID"": null,   ""Explanation"": ""The log indicates a potential exploit attempt where 'injector.exe' is trying to execute code in the context of 'explorer.exe'. The start address suggests that it might be attempting an injection attack at memory location B0000."",   ""Severity"": ""High"",   ""Mitigation"": ""Immediate isolation and analysis of suspicious files, implementation of application whitelisting to prevent unautclated executables from running, enforcing least privilege principles for processes that require elevated privileges."" }","{     ""TTP_ID"": ""T1547 - Code Injection"",     ""Explanrance"": ""The provided log entry indicates an attempt to inject code into a legitimate process. The source image 'injector.exe' is being used as the payload, and it targets the executable of Windows Explorer ('explorer.exe') at address 0x00000000000B0000 in memory."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system, remove and replace 'C:\\Temp\\injector.exe', ensure all software is up to date with security patches applied, conduct a thorough investigation of network traffic for signs of lateral movement or data exfiltration attempts related to T1547 (Code Injection), enhance monitoring capabilities on critical systems, and educate users about the dangers of downloading files from unverified sources."" }"
Task_040,True,16.21,False,26.49,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates an attempt to execute a PowerShell script downloaded from 'http://bad.com/payload.ps1' using Internet Explorer (IEX) within the context of WMI on host with IP address 192.168.1.200."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict execution policies, disable PowerShell scripting capabilities for non-administrative users, and restrict access to WMI commands."" }","{     ""TTP_ID"": ""Mitre ATT&CK ID for Command and Control"",     ""Explaninq"": ""The command line indicates that a process is being created on the target machine with PowerShell to execute an inline script. This suggests initial compromise followed by communication back to attacker's server, which aligns with Tactic 'Command &amp; Control'. The specific technique could be associated with MITRE ATT&CK ID for Command and Control techniques such as ""     }","{   ""Severity"": ""High"",   ""Mitigation"": [     ""Implement network segmentation to isolate critical systems."",     ""Deploy endpoint detection and response (EDR) solutions for real-time monitoring and threat hunting."",     ""Educate users on the dangers of executing unsolicited commands or scripts from unknown sources.""   ] }"
Task_041,True,13.09,True,19.4,"{   ""TTP_ID"": null,   ""Explanation"": ""The service 'PSEXESVC' running with SYSTEM privileges could be a potential indicator of privilege escalation or unautstatic behavior."",   ""Severity"": ""High"",   ""Mitigation"": ""Review the necessity and permissions for this service. Ensure it is not performing actions beyond its required scope, especially if running with SYSTEM privileges."" }","{   ""TTP_ID"": ""T1126 - Service Execution"",   ""Explanation"": ""The event ID corresponds to a service execution, where the 'PSEXESVC' Windows service is being used. This could indicate an attempt by attackers to execute code through legitimate services on compromised systems."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Review and audit the 'PSEXESVC' service permissions, ensure it is running with least privilege necessary, implement application control to prevent unautclated code execution."" }"
Task_042,False,8.34,False,26.59,"{   ""TTP_ID"": null,   ""Explanation"": ""The command 'net group \\""","{   ""TTP_ID"": ""T1058 - Privilege Escalation via Exploitation of Remote Services"",   ""Explanrance"": ""The command 'net group \""Domain Admins\"" /domain' executed by the guest user indicates an attempt to escalate privileges within a domain. This aligns with TTP ID T1058, where attackers exploit remote services like Net Command (a legacy tool) or similar mechanisms that could potentially allow them to gain administrative access if they can trick legitimate users into executing commands on their behalf."" }","{   ""Severity"": ""High"",   ""Mitigation"": [     ""Implement strong password policies."",     ""Limit the use of guest accounts to non-critical tasks only."",     ""Educate users on safe practices when using privileged commands.""   ] }"
Task_043,True,11.9,True,19.96,"{   ""TTP_ID"": null,   ""Explanation"": ""The command 'nltest /domain_trusts' executed by the guest user could indicate reconnaissance activity as it attempts to gather information about domain trust relationships."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Restrict administrative privileges and monitor for unusual activities. Implement least privilege access policies."" }","{   ""TTP_ID"": ""T1086"",   ""Explanation"": ""The command 'nltest /domain_trusts' is indicative of an attempt to gather information about domain trust relationships, which could be used in later stages for privilege escalation or credential harvesting. The use of the guest account suggests that this might not be a sophisticated attack but rather initial reconnaissance."" }","{   ""Severity"": ""Low"",   ""Mitigation"": ""Implement least privilege access controls and monitor for unusual activity, especially from guest accounts."" }"
Task_044,True,14.94,False,20.1,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates that 'bitsadmin' is being used to transfer a file from an external source (http://malicious-c2.com) with high priority to the local path C:\\Temp\\payload.exe."",   ""Severity"": ""High"",   ""Mitigation"": ""Immediately disconnect network access, quarantine and analyze 'C:\\Temp\\payload.exe' for malware signatures using updated antivirus software."" }","{     ""TTP_ID"": ""TX.01356"",     ""Explanrance"": ""The command line indicates the use of BITSAdmin to transfer a file with high priority from an HTTP server (malicious-c2.com) to a local path on the victim's machine, which is indicative of Command and Control activity as per MITRE ATT&CK framework."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system, terminate any active processes related to 'bitsadmin.exe', and remove or quarantine the downloaded payload."" }"
Task_045,True,18.6,False,24.58,"{   ""TTP_ID"": null,   ""Explanation"": ""The log indicates that the process 'fodhelper.exe' is running from a suspicious location ('C:\\Windows\\System32') and has a parent image named 'malware.exe', which suggests potential malicious activity."",   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system, run an antivirus scan using updated signatures to detect any known threats associated with 'fodhelper.exe' and its parent image, review security policies for proper execution of processes from untrusted locations, investigate recent changes or activities that could have led to this situation."" }","{     ""TTP_ID"": ""T1546 - System Service Execution"",     ""Explaninq"": ""The command line execution of 'fodhelper.exe' from the system32 directory, along with its association to a potentially malicious parent image stored in the Temp folder suggests that this could be an instance where attackers are using legitimate services for their operations."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system, remove and replace 'fodhelper.exe' with a legitimate version from an official source or Microsoft Update, run full antivirus scans using updated signatures to detect any related malware, review security policies for proper execution of third-party services, ensure that all software is kept up to date with the latest patches and updates."" }"
Task_046,True,16.82,False,23.09,"{   ""TTP_ID"": null,   ""Explanation"": ""The Event ID '4662' corresponds to a DNS server failure event. This could indicate that the domain name system (DNS) service for 'domainDNS' has encountered an issue."",   ""Severity"": ""High"",   ""Mitigation"": ""Immediately investigate and resolve any misconfigurations or malfunctions within the DNS settings of 'domainDNS'. Ensure that all security patches are up to date, review firewall rules for unauthorized access attempts, and consider implementing additional monitoring tools."" }","{   ""TTP_ID"": ""Mitre ATT&CK Tactic ID for Domain Elevation Technique (T1597)"",   ""Explanrance"": ""The EventID '4662' corresponds to a successful attempt at domain elevation, where the COMPROMISED_USER has gained administrative privileges on the system. This aligns with Tactic ID 'T1597', which is categorized under Privilege Escalation in MITRE ATT&CK framework."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Implement least privilege access controls, regularly review and audit domain privileges, enforce multi-factor authentication for sensitive operations."" }"
Task_047,True,13.08,False,21.22,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates an attempt to resolve a domain name that is clearly malicious (evidenced by the '.bad-domain.com' suffix), suggesting this could be part of reconnaissance activity or phishing."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Implement strict DNS filtering and regularly update blacklisted domain names to prevent access."" }","{     ""TTP_ID"": ""CVE-2021-34598"",     ""Explaninq"": ""The command line 'nslookup bad-domain.com' indicates a potential reconnaissance activity where the attacker is trying to gather information about domain names that could be related to their target, which aligns with TTP_ID: Reconnaissance - External (T1146)."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Ensure that all software is up to date, especially security patches. Disable or block access to the malicious domain and investigate network traffic for anomalies."" }"
Task_048,False,13.78,False,19.78,"{   ""TTP_ID"": null,   ""Explantype"": ""The PowerShell command is used to modify the last write time of a file on disk. This could be an attempt by attackers to hide their malicious files or activities."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict access controls and monitoring for changes in critical system directories, use intrusion detection systems (IDS), regularly update antivirus signatures."" }","{     ""TTP_ID"": ""T1086"",     ""Explanenz"": ""The command line indicates the execution of PowerShell to modify a file timestamp, which is commonly used in obfuscation techniques. This aligns with T1086 - File System Manipulation from MITRE ATT&CK framework."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system from the network, remove and replace 'powershell.exe', ensure all security patches are up to date on other systems within the environment."" }"
Task_049,True,13.78,True,20.3,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates a PowerShell script that continuously flushes the input queue and simulries keystrokes. This could be used to automate interactions with applications or systems in an unauthorized manner."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict execution policies, restrict PowerShell scripting privileges, regularly audit scripts and processes for anomalies."" }","{     ""TTP_ID"": ""T1058"",     ""Explanation"": ""The observed command line indicates the use of PowerShell to execute a script that continuously flushes key press events, which is consistent with techniques used in credential dumping attacks. This behavior aligns with T1058 - Credential Dumping from MITRE ATT&CK framework."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict PowerShell execution policies, restrict script running privileges to only necessary users or accounts, and regularly audit system logs for suspicious activities."" }"
Task_050,True,11.18,True,22.42,"{   ""TTP_ID"": null,   ""Explanation"": ""The log entry indicates that the 'wsmprovhost.exe' process is running under an account with administrative privileges."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement least privilege principle by restricting user permissions and ensuring only necessary processes run as administrators."" }","{     ""TTP_ID"": ""T1546 - System Service Execution"",     ""Explanation"": ""The log entry indicates that the 'wsmprovhost.exe' process, which is a system service host for Windows Management Instrumentation (WMI), has been executed by an account with administrative privileges ('admin'). This could be indicative of potential lateral movement or privilege escalation tactics if wsmprovhost.exe was not running as expected."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Review and restrict administrative privileges for non-essential services, implement least privilege principle, monitor service execution patterns, update WMI security settings."" }"
Task_051,True,11.83,True,23.11,"{   ""TTP_ID"": null,   ""Explanation"": ""The Event ID indicates that the IT Admin is attempting to open 'dsa.msc', which could suggest an attempt at compromising or auditing security settings."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Educate users on proper use of system tools and monitor for unusual activity."" }","{   ""TTP_ID"": ""T1546 - System Service Execution"",   ""Explanation"": ""The command line indicates that the 'mmc' executable is being run with a specific service (DSA) as an argument. This suggests potential lateral movement or privilege escalation, where IT admin credentials are used to execute tools like mmc on behalf of another user."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately disable the use of 'mmc' and related utilities that can be exploited for privilege escalation or lateral movement, enforce strict least-privilege policies on user accounts to minimize potential damage from compromised credentials."" }"
Task_052,True,14.36,True,20.27,"{   ""TTP_ID"": null,   ""Explanation"": ""The Event ID indicates a servicing stack operation which is typically associated with Microsoft's Windows Update service or similar system maintenance tasks. The 'Image' path suggests that the executable file in question belongs to this update mechanism."",   ""Severity"": ""Low"",   ""Mitigation"": ""Ensure all critical security patches are applied regularly, and consider disabling unnecessary services if they pose a risk of being exploited."" }","{   ""TTP_ID"": ""T1502"",   ""Explanation"": ""The Event ID corresponds to a potential 'Windows Servicing Stack' exploit, where an attacker could leverage the servicing stack for privilege escalation. The command line indicates that TiWorker.exe is being run with embedding privileges which might be used in conjunction with this technique."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Review and update the servicing stack policies, ensure proper application whitelisting, apply security patches promptly, monitor for unusual system behavior."" }"
Task_053,True,13.17,True,20.67,"{   ""TTP_ID"": null,   ""Explanation"": ""The PowerShell command is being executed with the '-ExecutionPolicy Bypass' flag which allows scripts to run without restrictions imposed by execution policies. This could potentially be a security risk if untrusted scripts are allowed."",   ""Severity"": ""Medium"",   ""Mitigation"": {     ""Remove_Flag"": ""-ExecutionPolicy Bypass""   } }","{   ""TTP_ID"": ""T1058"",   ""Explanation"": ""The command line indicates the use of PowerShell with execution policy bypass to run a script, which is consistent with techniques used in lateral movement and privilege escalation as part of an attacker's strategy."" }","{   ""Severity"": ""High"",   ""Mitigation"": [     ""Review execution policies for PowerShell scripts."",     ""Implement least privilege principles and restrict script running to necessary accounts only."",     ""Audit user activities regularly, especially those with elevated privileges.""   ] }"
Task_054,True,13.63,False,28.24,"{   ""TTP_ID"": null,   ""Explanation"": ""The log entry indicates a process named 'spoolsv.exe' is communicating with an external IP address at port 9100."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Investigate the legitimacy of spoolsv.exe running on this system and monitor network traffic to ensure it does not connect to suspicious destinations."" }","{   ""TTP_ID"": ""Advanced Persistent Threat (APT)"",   ""Explanrance"": ""The log entry indicates a potential APT activity. The destination IP address '192.168.10.15' could be an internal network where the attacker has gained access or is conducting reconnaissance. Spoolsv.exe, which manages print jobs on Windows systems, might not typically run with high privileges but in this context suggests a possible privilege escalation technique to gain higher system permissions for executing malicious activities."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system from the network, conduct a thorough investigation to identify all compromised accounts and data, apply necessary patches or updates for known vulnerabilities related to spoolsv.exe if available, change passwords of potentially compromised user accounts, enhance monitoring on critical systems, and consult with cybersecurity professionals."" }"
Task_055,True,13.67,False,23.88,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates that the Task Manager was opened with administrative privileges using 'Run as administrator'. This could be a sign of unauthorized access or misuse by an attacker."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict user privilege controls and monitor for unusual activity. Ensure that only authorized personnel can open Task Manager with administrative privileges."" }","{   ""TTP_ID"": ""T1058 - Process Injection"",   ""Explanrance"": ""The command line indicates that the Task Manager executable is being run with administrative privileges, which could be a sign of process injection techniques where an attacker injects malicious code into legitimate processes to execute unauthorized actions."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system, conduct a thorough investigation to identify any malicious processes or scripts being executed. Update antivirus signatures and run full-system scans with updated definitions. Review user privileges and implement least privilege principles where necessary. Disable unnecessary services that could be exploited for process injection attacks."" }"
Task_056,True,17.37,True,26.07,"{   ""TTP_ID"": null,   ""Explanation"": ""The PowerShell command is attempting to remove the history file of the PSReadLine module which stores user input histories. This could potentially disrupt normal operations for users who rely on this feature."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Educate administrators about safe PowerShell practices and restrict execution permissions to prevent unautnerous commands from being run."" }","{     ""TTP_ID"": ""T1086"",     ""Explanation"": ""The command line 'Remove-Item (Get-PSReadLineOption).HistorySavePath' indicates an attempt to delete the PowerShell history file, which is a technique used by attackers to remove traces of their activities. This aligns with TTP ID T1086 from MITRE ATT&CK framework."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict access controls and monitoring for administrative accounts, ensure regular backups of critical files are made, educate users on the importance of not executing unknown commands."" }"
Task_057,True,14.22,False,27.08,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates the use of a tool for conducting Kerberoast attacks by hashing service account credentials."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement least privilege access controls and monitor authentication logs. Ensure that accounts used in Active Directory have minimal privileges necessary to perform their tasks."" }","{   ""TTP_ID"": ""T1568 - Kerberoasting (Adversaries may use the ACLs of service accounts to gain access and elevate privileges)"",   ""Explanrance"": ""The command line 'Rubeus.exe kerberoast /outfile:hashes.txt' indicates that an adversary is using a tool named Rubeus, which performs Kerberoasting - exploiting the ACLs of service accounts to gain access and elevate privileges within a domain environment."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system, change passwords for all accounts potentially compromised by Kerberoasting. Review and restrict permissions of service accounts to minimize unnecessary access rights. Implement network segmentation if not already in place. Ensure that least privilege principles are followed strictly across your environment."" }"
Task_058,True,14.36,True,25.4,"{   ""TTP_ID"": null,   ""Explanation"": ""The Event ID '1' is associated with the command line execution of a potentially malicious executable named eventvwr.exe."",   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate and analyze the suspicious file, disconnect from any network to prevent potential spread or data exfiltration, update antivirus definitions, scan all systems for infections using updated signatures."" }","{     ""TTP_ID"": ""T1546 - Boot or Logon as User"",     ""Explanation"": ""The command line 'eventvwr.exe' suggests that the process is attempting to execute a tool commonly used for viewing and editing event logs, which could be indicative of an attempt to manipulate system events at login time."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected machine from the network; conduct a thorough investigation into unauthorized access attempts and review event logs for signs of tampering. Update system security settings, apply patches if necessary, change passwords regularly, enforce multi-factor authentication where possible, educate users on recognizing phishing attempts, monitor systems closely for unusual activity."" }"
Task_059,True,14.37,True,24.74,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates that PowerShell is being used to execute a script downloaded from a GitHub repository with the purpose of potentially executing malicious code."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict execution policies for scripts and restrict remote downloads. Regularly update antivirus signatures, monitor network traffic for unusual patterns, educate users on phishing attacks."" }","{     ""TTP_ID"": ""M065"",     ""Explanation"": ""The command line indicates the use of PowerShell to download and execute a script from an external source, which is characteristic of Command & Control (C2) behavior. This aligns with MITRE ATT&CK Tactic 'Command and Control' under Technique ID 'M065', where attackers establish control over compromised hosts."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict execution policies for PowerShell scripts, restrict the use of dynamic code evaluation with 'IEX' to trusted sources only, and monitor network traffic for unusual patterns indicative of C2 activity."" }"
Task_060,True,18.72,True,21.57,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates that Mimikatz is being used to extract credentials from the memory of a Windows system using NTLM hashes. This suggests an attempt at credential dumping."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement account lockout policies, enable PIN enforcement on smart cards and tokens, apply least privilege principles to user accounts, regularly update systems with security patches, use multi-factor authentication (MFA), monitor for suspicious activity."" }","{     ""TTP_ID"": ""T1106"",     ""Explanation"": ""The command line indicates the use of Mimikatz, a tool known for credential dumping and privilege escalation. The specific commands suggest an attempt to extract NTLM hashes using 'pth' with administrative credentials on the domain."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediate isolation of affected systems, revocation of compromised credentials, and implementation of multi-factor authentication for privileged accounts."" }"
Task_061,True,38.32,True,26.48,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates that cipher.exe is being used with the '/w' switch to write a file at 'C:\\'. This could be an attempt by attackers using Cipher RAT (Remote Access Trojan) for persistence or data exfiltration."",   ""Severity"": ""High"",   ""Mitigation"": {     ""User_Account_Control"": ""Disable the 'Administrator' account on Windows systems to prevent privilege escalation attacks. Use least privilege principle for user accounts performing administrative tasks and ensure proper file permissions are set."",     ""FileSystem_Access"": ""Restrict write access in critical directories, such as system folders (e.g., C:\\), using Access Control Lists (ACLs)."",     ""Endpoint_Security"": ""Deploy advanced endpoint protection solutions that can detect and block suspicious activities associated with known RAT behaviors."",     ""User_Education"": ""Train users, especially administrators, to recognize phishing attempts or malicious links which could lead to the installation of Trojans like Cipher.""   } }","{   ""TTP_ID"": ""T1089"",   ""Explanation"": ""The command line indicates the use of 'cipher.exe' with a write switch, which is associated with encrypting or decrypting files using Symantec Encryption Desktop software (now known as EFS). This could be an attempt to hide malicious payloads within encrypted files."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately disconnect the affected system from the network, investigate and remove any suspicious EFS-encrypted files created by 'cipher.exe', update antivirus signatures to detect potential threats hidden within encrypted payloads, educate users on safe file handling practices."" }"
Task_062,True,14.75,True,26.28,"{   ""TTP_ID"": null,   ""Explanation"": ""The PowerShell command is used to compress a potentially sensitive document set into an archive."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict file access controls and monitor for unusual activity. Use data loss prevention (DLP) tools, restrict the use of compression scripts on confidential files, provide user training to recognize phishing attempts."" }","{   ""TTP_ID"": ""T1047"",   ""Explanation"": ""The command line indicates the use of PowerShell to compress files, which could be a method for data exfiltration as part of an Advanced Persistent Threat (APT) group's Tactics and Techniques. Specifically, this aligns with MITRE ATT&CK technique 'Compress Archive', where attackers use compression tools to hide stolen files or create a payload for transmission."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict file access controls, monitor and log all PowerShell activity, restrict the execution of scripts from untrusted sources, regularly audit archived files for anomalies, educate users on recognizing social engineering attempts."" }"
Task_063,True,20.13,True,26.1,"{   ""TTP_ID"": null,   ""Explanation"": ""The log entry indicates a suspicious activity where the 'C:\\Windows\\System32\\scp.exe' file is being accessed from an external IP address (203.0 end of instruction cut off) with no specific Tactics, Techniques, and Procedures ID provided."",   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system to prevent potential lateral movement or data exfiltration. Conduct a thorough investigation of all network activity related to this event. Update firewall rules if necessary and ensure that only authorized users have access to sensitive files."" }","{   ""TTP_ID"": ""T1048 - Remote Services"",   ""Explanation"": ""The log entry indicates a remote service execution attempt, as 'scp.exe' is the Secure Copy Protocol executable used for securely transferring files between hosts over SSH. The destination IP and port suggest an attempted connection to this host using SSH."" }","{   ""Severity"": ""High"",   ""Mitigation"": [     ""Implement strict firewall rules that only allow necessary inbound connections."",     ""Disable or remove unnecessary remote service executables like 'scp.exe'."",     ""Use multi-factor authentication for SSH access to the host."",     ""Regularly audit and monitor logs for suspicious activities.""   ] }"
Task_064,True,15.09,True,22.04,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates that the user 'admin' is using tshark to capture packets on network interface 1 and save them as a PCAP file."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Educate users about appropriate uses of packet capturing tools, implement strict access controls for such commands, monitor usage patterns."" }","{     ""TTP_ID"": ""T1086"",     ""Explanation"": ""The command line indicates the use of 'tshark', a network protocol analyzer, which is commonly used for capturing packets on a network interface. This aligns with Tactic/Technique ID T1086 from MITRE ATT&CK framework where an attacker uses tools to capture data."" }","{   ""Severity"": ""Low"",   ""Mitigation"": ""Educate users on the risks of using unautCTAled software and implement strict access controls for network monitoring activities."" }"
