Test_ID,Single_Valid_All_Keys,Single_Latency,Multi_Valid_All_Keys,Multi_Latency,Single_Raw,Multi_L1_Raw,Multi_L2_Raw
Task_053,True,7.24,True,13.14,"{""TTP_ID"": ""None (Benign)"", ""Explanation"": ""A scheduled Windows Task executing a legitimate backup script."", ""Severity"": ""Low"", ""Mitigation"": ""N/A""}","{""TTP_ID"": ""None (Benign)"", ""Explanation"": ""A scheduled Windows Task executing a legitimate backup PowerShell script by the Backup Service account.""}","{""Severity"": ""Low"", ""Mitigation"": ""None required (Benign). This is an expected behavior of the Backup Service running its scheduled maintenance scripts.""}"
Task_054,True,10.46,True,15.93,"{""TTP_ID"": ""T1496"", ""Explanation"": ""Remote System Discovery / Remote Code Execution via Sysinternals Sysmon. The attacker is attempting to execute a process using the Print Spooler service."", ""Severity"": ""High"", ""Mitigation"": ""Disable or restrict inbound/outbound communications for the Print Spooler service.""}","{""TTP_ID"": ""T1490"", ""Explanation"": ""Remote Frontend Attack (OS Credential Dumping). The Spoolsvc process attempted to communicate over port 9100, a known Microsoft Print Job Port used by Active Directory Domain Controller Backdoor.""}","{""Severity"": ""High"", ""Mitigation"": ""Block outbound traffic on port 9100 from non-trusted networks. Immediately isolate affected systems and initiate an investigation.""}"
Task_055,True,9.05,True,11.03,"{""TTP_ID"": ""T1078"", ""Explanation"": ""Launch Task Manager via system debugger. A process is executing the native Windows Task Manager using the CreateProcess function."", ""Severity"": ""High"", ""Mitigation"": ""Restrict execution rights for non-admin users, implement application control policies.""}","{""TTP_ID"": ""None (Benign)"", ""Explanation"": ""Launch of the Windows Task Manager by an end user is benign.""}","{""Severity"": ""Low"", ""Mitigation"": ""None required.""}"
Task_056,True,8.78,True,13.11,"{""TTP_ID"": ""T1071"", ""Explanation"": ""Attacker is deleting the PowerShell history file to destroy forensic evidence and remove traces of their activities."", ""Severity"": ""High"", ""Mitigation"": ""Implement strict file permissions. Monitor directory access via auditing.""}","{""TTP_ID"": ""T1082"", ""Explanation"": ""The attacker executed a command to delete the PowerShell history file, attempting to remove forensic evidence and maintain persistence.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately restore deleted files from backup. Implement strict execution policies. Monitor network traffic.""}"
Task_057,True,10.58,True,16.06,"{""TTP_ID"": ""T1589.003"", ""Explanation"": ""Kerberoasting. The adversary is attempting to obtain service account credentials by requesting service tickets and brute-forcing the password hash."", ""Severity"": ""High"", ""Mitigation"": ""Implement least privilege access controls, monitor Active Directory audit logs, disable unused accounts.""}","{""TTP_ID"": ""T1564.003"", ""Explanation"": ""Kerberoasting. The adversary executed Rubeus, a tool designed for kerberoasting attacks, attempting to obtain service account passwords by requesting service tickets.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately revoke compromised credentials and reset affected user accounts. Enforce multi-factor authentication for Active Directory. Deploy an advanced threat hunting solution to identify additional malicious activity.""}"
Task_058,True,7.69,True,13.58,"{""TTP_ID"": ""T1071"", ""Explanation"": ""Launchd executed a malicious executable."", ""Severity"": ""High"", ""Mitigation"": ""Restrict execution permissions for non-standard processes and monitor launchd activity.""}","{""TTP_ID"": ""T1548.002"", ""Explanation"": ""Create or Modify System Files. The parent process (malware.exe) is modifying the Event Viewer binary to maintain persistence.""}","{""Severity"": ""High"", ""Mitigation"": ""Quarantine affected machine, remove malicious registry keys, restore backups.""}"
Task_059,True,9.32,True,14.16,"{""TTP_ID"": ""T1027"", ""Explanation"": ""Remote Code Execution via Web Requests. The attacker is using PowerShell to download and execute a remote payload."", ""Severity"": ""High"", ""Mitigation"": ""Implement application control, restrict outbound web traffic, employ DNS filtering.""}","{""TTP_ID"": ""T1047"", ""Explanation"": ""Remote Code Execution. The attacker used PowerShell to download and execute a remote payload, bypassing standard security controls.""}","{""Severity"": ""High"", ""Mitigation"": ""Block outbound HTTP/HTTPS requests from the endpoint, especially those attempting to download files from untrusted sources.""}"
Task_060,True,8.7,True,16.23,"{""TTP_ID"": ""T1053"", ""Explanation"": ""Mimikatz is running with domain credentials to extract hashed passwords."", ""Severity"": ""High"", ""Mitigation"": ""Restrict execution rights, apply PAM policies, enable account lockout policies.""}","{""TTP_ID"": ""T1069"", ""Explanation"": ""DCOM Credential Dumping. The attacker is using the Mimikatz tool to extract NTLM hashes of domain user accounts via LSASS (Windows Security Account Manager) memory.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediate. Enforce strong password policies, disable LSASS backup, restrict DCOM remote configuration, and deploy advanced threat detection solutions.""}"
Task_061,True,9.49,True,13.82,"{""TTP_ID"": ""T1071"", ""Explanation"": ""File Deletion. The attacker is using the cipher utility to overwrite deleted files, hiding shims or malicious payloads."", ""Severity"": ""High"", ""Mitigation"": ""Enable auditing for file deletion events and monitor Active Directory Event Logs.""}","{""TTP_ID"": ""T1072.003"", ""Explanation"": ""The attacker is hiding a malicious filesystem partition to evade detection by the host operating system.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately unmap all hidden volumes using Sysinternals SDelete or similar tools, and conduct a thorough forensic investigation.""}"
Task_062,True,9.06,True,16.78,"{""TTP_ID"": ""T1071"", ""Explanation"": ""A scheduled task executing a PowerShell command to compress sensitive files into an archive for exfiltration."", ""Severity"": ""High"", ""Mitigation"": ""Disable scheduled tasks. Implement application whitelisting and monitor execution policies.""}","{""TTP_ID"": ""T1234"", ""Explanation"": ""Compress Entire File System or Directory Tree. A script is being used to compress an entire directory containing sensitive documents into a compressed archive, likely for exfiltration.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately terminate the offending process, conduct a thorough investigation including endpoint and network logs, remove the malicious archive, sanitize affected systems, update firewall rules to block outbound SMB traffic on non-standard ports.""}"
Task_063,True,9.9,True,15.02,"{""TTP_ID"": ""T1021"", ""Explanation"": ""Remote System Discovery via Secure Copy (SCP). The attacker is using the SCP protocol to discover active systems within the network."", ""Severity"": ""High"", ""Mitigation"": ""Block outbound SCP traffic at the firewall. Implement strict least privilege access controls.""}","{""TTP_ID"": ""T1043"", ""Explanation"": ""Secure Copy (SCP). The attacker is using the Secure Copy protocol over an insecure network to exfiltrate data directly from the compromised host.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately terminate outbound SCP connections, block port 22 at the firewall, and conduct a thorough forensic investigation.""}"
Task_064,True,9.41,True,14.32,"{""TTP_ID"": ""T1021"", ""Explanation"": ""Network Sniffing. The attacker is running a packet capture utility to monitor network traffic and potentially identify unencrypted sensitive information."", ""Severity"": ""High"", ""Mitigation"": ""Enforce strict firewall rules, segment networks, encrypt sensitive communications.""}","{""TTP_ID"": ""T1043"", ""Explanation"": ""Network Sniffing. The attacker is running a network protocol analyzer to capture unencrypted traffic on the local network.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately terminate tshark process, enforce strict firewall rules, segment sensitive networks, and implement encryption for all outbound/inbound communications.""}"
Task_065,True,9.02,True,17.24,"{""TTP_ID"": ""T1053"", ""Explanation"": ""A scheduled registry hijack was performed to execute a malicious payload upon process exit."", ""Severity"": ""High"", ""Mitigation"": ""Implement strict registry whitelisting policies and monitor for unauthorized modifications.""}","{""TTP_ID"": ""T1546"", ""Explanation"": ""Create or Modify System Process Execution Prohibition. The attacker is modifying the SilentProcessExit registry key to launch a dumpster application (dumpper.exe) upon process exit, likely for credential harvesting.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately isolate the affected system. Remove malicious registry keys and reverse file deletion. Update antivirus signatures and initiate a forensic investigation.""}"
Task_066,True,8.12,True,15.34,"{""TTP_ID"": ""None (Benign)"", ""Explanation"": ""Windows Management Instrumentation (WMI) deleting the Shadow Copy service. This is a legitimate administrative action."", ""Severity"": ""Low"", ""Mitigation"": ""N/A""}","{""TTP_ID"": ""T1569.002"", ""Explanation"": ""The Windows Management Instrumentation (WMI) subsystem was abused to execute a delete command on the Shadowcopy folder, attempting to wipe backup images.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately isolate affected systems. Scan for malicious artifacts. Restore from backups if necessary. Update WMI permissions and monitor outbound traffic.""}"
Task_067,True,10.91,True,14.23,"{""TTP_ID"": ""T1464"", ""Explanation"": ""File Deletion / Destructive Infrastructure. The attacker executed a script to rename all PDF files in the Public Documents directory, effectively hiding them with an .encrypted extension."", ""Severity"": ""High"", ""Mitigation"": ""Immediate file system restoration from backup is required. Ensure robust endpoint security solutions are deployed.""}","{""TTP_ID"": ""T1490"", ""Explanation"": ""Renames Files/Directories. The attacker is using a script to rename all PDF files in the Public Documents directory to an encrypted format, effectively hiding them.""}","{""Severity"": ""High"", ""Mitigation"": ""Quarantine affected files, initiate backup procedures, and deploy antivirus signatures.""}"
Task_068,True,11.09,True,14.12,"{""TTP_ID"": ""T1021"", ""Explanation"": ""ARP Cache Poisoning. The attacker is running arp.exe to poison the ARP cache of a victim machine, associating their MAC address with the IP address of a trusted network gateway."", ""Severity"": ""High"", ""Mitigation"": ""Enable dynamic ARP inspection (DAD) on network switches and monitor ARP traffic.""}","{""TTP_ID"": ""T1029"", ""Explanation"": ""System Network Configuration Discovery. The attacker is using the arp utility to map out local network topology and identify other devices on the subnet.""}","{""Severity"": ""High"", ""Mitigation"": ""Block inbound ARP requests at the firewall, implement strict access control lists (ACLs), monitor ARP traffic for anomalies.""}"
Task_069,True,9.01,True,13.59,"{""TTP_ID"": ""T1072.003"", ""Explanation"": ""A malicious process is modifying the startup type of the Windows Defender service to disable it."", ""Severity"": ""High"", ""Mitigation"": ""Restore default settings using the Group Policy Editor or Rube Goldberg machine.""}","{""TTP_ID"": ""T1072"", ""Explanation"": ""Impair System Process Discovery. The attacker disabled the Windows Defender service to remove traces of their malicious activities and maintain persistence.""}","{""Severity"": ""High"", ""Mitigation"": ""Restore WinDefend service, conduct a forensic analysis, remove malware, apply patches.""}"
Task_070,True,10.85,True,13.45,"{""TTP_ID"": ""T1562"", ""Explanation"": ""VSS Administrator Discovery and Exfiltration. The attacker is using the VssAdmin utility to discover volumes, determine free space, and potentially exfiltrate data."", ""Severity"": ""High"", ""Mitigation"": ""Restrict execution rights for vssadmin.exe via AppLocker or ADS Group Policy.""}","{""TTP_ID"": ""T1562"", ""Explanation"": ""The attacker is manually resizing the Volume Shadow Copies to limit disk space, causing legitimate processes to fail when attempting to create new backups.""}","{""Severity"": ""High"", ""Mitigation"": ""Implement monitoring for abnormal VSS activity and restrict execution rights.""}"
Task_071,True,9.87,True,11.21,"{""TTP_ID"": ""T1529"", ""Explanation"": ""A user executed a Docker command to start an untrusted container mapping external ports, potentially exposing the host network."", ""Severity"": ""High"", ""Mitigation"": ""Implement strict firewall rules limiting inbound and outbound traffic for containers. Enforce least privilege access controls.""}","{""TTP_ID"": ""None (Benign)"", ""Explanation"": ""A developer is starting a standard NGINX container using Docker.""}","{""Severity"": ""Low"", ""Mitigation"": ""Allow benign development activity.""}"
Task_072,True,9.5,True,10.63,"{""TTP_ID"": ""T1021"", ""Explanation"": ""Remote Code Execution via SSH. The IT administrator initiated an outbound SSH connection to a remote host."", ""Severity"": ""High"", ""Mitigation"": ""Implement strict firewall rules, apply the principle of least privilege, and regularly audit outbound connections.""}","{""TTP_ID"": ""None (Benign)"", ""Explanation"": ""Routine remote administration using the secure shell protocol.""}","{""Severity"": ""Low"", ""Mitigation"": ""None required.""}"
Task_073,True,9.23,True,13.55,"{""TTP_ID"": ""T1072.004"", ""Explanation"": ""Attacker is using SDelete to overwrite the file system and hide deleted files."", ""Severity"": ""High"", ""Mitigation"": ""Implement strict access controls, monitor usage of third-party tools, conduct regular backups.""}","{""TTP_ID"": ""T1206"", ""Explanation"": ""The attacker is using a tool to securely overwrite deleted files, attempting to conceal artifacts of data exfiltration.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately initiate an investigation. Quarantine affected systems and restore from backups.""}"
Task_074,True,9.5,True,11.65,"{""TTP_ID"": ""T1029"", ""Explanation"": ""An adversary is using PowerShell to extract detailed security event logs for further analysis or exfiltration."", ""Severity"": ""High"", ""Mitigation"": ""Restrict execution of PowerShell. Implement system monitoring and alerting on large-scale log retrieval.""}","{""TTP_ID"": ""None (Benign)"", ""Explanation"": ""A security analyst executing a routine query of the Windows Security Event Log. This is considered normal system monitoring.""}","{""Severity"": ""Low"", ""Mitigation"": ""None required.""}"
Task_075,True,9.03,True,16.92,"{""TTP_ID"": ""T1021"", ""Explanation"": ""OpenVPN Traffic. The standard inbound UDP port for OpenVPN connections (port 1194). This is benign."", ""Severity"": ""Low"", ""Mitigation"": ""None required.""}","{""TTP_ID"": ""T1027"", ""Explanation"": ""Outbound Proxy Execution. A process (OpenVPN) is communicating over an external network port (UDP 1194), commonly used by VPNs, suggesting the adversary is using a proxy server to exfiltrate data.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately isolate affected endpoint and terminate openvpn processes. Conduct an exhaustive forensic investigation on the compromised system.""}"
Task_076,True,10.6,True,14.55,"{""TTP_ID"": ""T1053"", ""Explanation"": ""Remote Registry Service Discovery Attack. The attacker is attempting to discover the registry keys associated with a malicious DLL (scrobj.dll) hosted on an external server."", ""Severity"": ""High"", ""Mitigation"": ""Restrict outbound remote registry queries via firewall or apply strict least privilege access controls.""}","{""TTP_ID"": ""T1218"", ""Explanation"": ""System Binary Proxy Execution. The regsvr32 process is being abused to execute a remote malicious DLL, bypassing application whitelisting.""}","{""Severity"": ""High"", ""Mitigation"": ""Block outbound HTTP/HTTPS requests initiated by regsvr32 using Application Control Policies.""}"
Task_077,True,9.6,True,16.24,"{""TTP_ID"": ""T1053"", ""Explanation"": ""A scheduled task executing a malicious payload. The attacker configured the Task Scheduler to trigger a Powershell script upon system startup."", ""Severity"": ""High"", ""Mitigation"": ""Disable or remove unauthorized scheduled tasks, apply least privilege principles.""}","{""TTP_ID"": ""T1053"", ""Explanation"": ""A malicious process or script is running. The attacker executed a PowerShell command to create an Event Filter, likely establishing persistence by monitoring for specific changes via the WMI event provider.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately isolate the affected system. Remove malicious registry entries using Rubeus or Sysinternals SDelete. Update antivirus signatures and perform a thorough system scan.""}"
Task_078,True,10.31,True,14.2,"{""TTP_ID"": ""T1569.004"", ""Explanation"": ""File/Buffer Overflow. The attacker is replacing the legitimate Calculate executable with a malicious payload to execute arbitrary code."", ""Severity"": ""High"", ""Mitigation"": ""Implement application whitelisting, enable DEP and PSEUDO_USER_SID controls.""}","{""TTP_ID"": ""T1464"", ""Explanation"": ""Hide Artifacts or Proc. Exfil. A malicious process is replacing an existing legitimate system process to evade detection.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately isolate the affected host, terminate suspicious processes, and initiate a forensic investigation.""}"
Task_079,True,9.27,True,14.14,"{""TTP_ID"": ""T1053"", ""Explanation"": ""Process Hide/Rename. The attacker is hiding a malicious process by renaming it to blend in with normal system processes."", ""Severity"": ""High"", ""Mitigation"": ""Restrict file and registry manipulation permissions, monitor running processes.""}","{""TTP_ID"": ""T1070.003"", ""Explanation"": ""Windows Remote Procedure Call (RPC) executed by malicious program. The attacker is abusing the RPC protocol to execute a remote payload.""}","{""Severity"": ""High"", ""Mitigation"": ""Block inbound/outbound RPC requests at firewall, apply Windows Defender Signature.""}"
Task_080,True,10.03,True,14.26,"{""TTP_ID"": ""T1038"", ""Explanation"": ""Copy Duplicate Executable. The attacker copied the command prompt executable and replaced it with a malicious copy to maintain system integrity while executing their payload."", ""Severity"": ""High"", ""Mitigation"": ""Implement application whitelisting, monitor file hashes, restrict write permissions on critical directories.""}","{""TTP_ID"": ""T1464"", ""Explanation"": ""Masquerading. The attacker copied the command prompt executable and renamed it to svchost.exe to blend in with normal system processes.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately quarantine affected systems, initiate forensic analysis, update antivirus signatures.""}"
Task_081,True,9.94,True,15.25,"{""TTP_ID"": ""T1564"", ""Explanation"": ""Create Account. The attacker executed a PowerShell command to create a new local user account with an insecure password."", ""Severity"": ""High"", ""Mitigation"": ""Implement strict password policies, monitor account creation events, and restrict execution of untrusted scripts.""}","{""TTP_ID"": ""T1564.002"", ""Explanation"": ""Create Accounts. The adversary executed a PowerShell command to create a new local user account with an insecure password.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately revoke the newly created account privileges, force strong password policies enforcement via Active Directory Group Policy or Azure AD, and conduct a thorough investigation.""}"
Task_082,True,9.74,True,12.64,"{""TTP_ID"": ""T1098"", ""Explanation"": ""Account Lockout Policy Modification. The WMI API is being abused to reset the password expiration policy for a highly privileged account."", ""Severity"": ""High"", ""Mitigation"": ""Restrict outbound WMI calls, apply principle of least privilege, monitor account modifications.""}","{""TTP_ID"": ""None (Benign)"", ""Explanation"": ""Standard Windows Management Instrumentation Command-line interface used to reset the password expiration policy for a user account. This is considered benign administrative maintenance.""}","{""Severity"": ""Low"", ""Mitigation"": ""None required.""}"
Task_083,True,10.73,True,14.82,"{""TTP_ID"": ""T1082"", ""Explanation"": ""OS Credential Dumping via the Windows Command Prompt. The attacker is using xcopy to overwrite the SAM file with a copy they have previously acquired."", ""Severity"": ""High"", ""Mitigation"": ""Enable PSE (Prevention of System Shadow copies). Implement account lockout policies and monitor suspicious processes.""}","{""TTP_ID"": ""T1562"", ""Explanation"": ""OS Credential Dumping. The attacker is copying a copy of the Windows Security Account Manager (SAM) file to a temporary directory for offline password hash extraction.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately disconnect affected systems from the network, initiate an in-depth forensic investigation, and reset all passwords.""}"
Task_084,True,12.5,True,15.85,"{""TTP_ID"": ""T1548.016"", ""Explanation"": ""DCOM Event Requests. A process is attempting to establish a remote event filter MUTANT (WmiPrvSE.exe). This behavior is highly indicative of an adversary using the WMI Execution API via DCOM."", ""Severity"": ""High"", ""Mitigation"": ""Disable or restrict outbound access to the WinDefend process through firewall rules, apply Application Whitelisting.""}","{""TTP_ID"": ""T1569.004"", ""Explanation"": ""Windows Management Instrumentation (WMI) Injection. A process is executing WmiPrvSE.exe, a known DLL used by malicious tools to execute code within the context of the WinRM service.""}","{""Severity"": ""High"", ""Mitigation"": ""Disable or restrict outbound access to WMI over HTTP/HTTPS, apply Application Whitelisting.""}"
Task_085,True,10.66,True,13.55,"{""TTP_ID"": ""T1053"", ""Explanation"": ""Active Directory enumeration. The attacker is using the PowerShell cmdlet \""Get-ADComputer\"" to enumerate all computers within the Active Directory domain and retrieve their IP addresses."", ""Severity"": ""High"", ""Mitigation"": ""Implement strict firewall rules, apply least privilege access controls, regularly audit directory permissions.""}","{""TTP_ID"": ""T1029"", ""Explanation"": ""Remote Server Configuration. The adversary is using PowerShell to query Active Directory for a list of computers within the network and extract their IP addresses.""}","{""Severity"": ""High"", ""Mitigation"": ""Implement strict firewall rules, apply least privilege access controls, monitor outbound DNS requests.""}"
Task_086,True,9.4,True,15.04,"{""TTP_ID"": ""T1072.003"", ""Explanation"": ""Attacker is copying the Active Directory database (NTDSUTIL) to a local disk."", ""Severity"": ""High"", ""Mitigation"": ""Enable DSRMC monitoring, restrict NETSDRV group, monitor SAM events.""}","{""TTP_ID"": ""T1072"", ""Explanation"": ""OS Credential Dumping. The Extensible Storage Engine utility (esentutl.exe) is being used to copy the Active Directory database (NTDS.dit) to a local file system directory.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately isolate affected server, initiate incident response, and begin forensic analysis.""}"
Task_087,True,9.28,True,14.93,"{""TTP_ID"": ""T1082"", ""Explanation"": ""File Access Permissions Modification. The attacker is granting full control permissions to Everyone for a malicious payload."", ""Severity"": ""High"", ""Mitigation"": ""Implement strict file and folder permissions, monitor ACL changes with Directory Integrity Tools.""}","{""TTP_ID"": ""T1234"", ""Explanation"": ""File and Directory Permissions Modification. The attacker is granting full control permissions to Everyone for a malicious payload, ensuring system-wide execution.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately revoke the full control permissions from 'Everyone' and conduct an in-depth security audit to identify any installed malicious tools.""}"
Task_088,True,9.12,True,15.35,"{""TTP_ID"": ""T1021"", ""Explanation"": ""Network Disconnection. The attacker executed a command to disable the primary network adapter, attempting to isolate the host from the network."", ""Severity"": ""High"", ""Mitigation"": ""Enable System Audit Policy Setting: Failure Access Denied Events""}","{""TTP_ID"": ""T1529"", ""Explanation"": ""Impair Defenses. The adversary executed a command to disable the primary network adapter, attempting to isolate the host from the network and disrupt communication.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately re-enable the disabled network adapter using native or third-party tools. Conduct an in-depth forensic analysis to determine the scope of the breach and remediate affected systems.""}"
Task_089,True,10.65,True,14.5,"{""TTP_ID"": ""T1218"", ""Explanation"": ""Invoke with full external access via HTA. The attacker is executing a VBScript payload using the Windows Script Host (mshta.exe) to bypass execution policies."", ""Severity"": ""High"", ""Mitigation"": ""Restrict execute permissions for mshta.exe, implement application control solutions that inspect script content.""}","{""TTP_ID"": ""T1218"", ""Explanation"": ""Web Browser Execution. The attacker abused the Microsoft HTML Application host (mshta.exe) to execute a VBScript payload downloaded from an external malicious server.""}","{""Severity"": ""High"", ""Mitigation"": ""Block inbound/outbound HTTP requests to malicious domains, restrict execution of mshta.exe.""}"
Task_090,True,9.42,True,14.52,"{""TTP_ID"": ""T1021"", ""Explanation"": ""Application Layer Protocol. A known malicious executable communicating externally over port 443."", ""Severity"": ""High"", ""Mitigation"": ""Quarantine endpoint, initiate network ransomware response protocol.""}","{""TTP_ID"": ""T1027"", ""Explanation"": ""Application Layer Protocol. A known malicious executable communicating externally over HTTPS (port 443), likely attempting to exfiltrate data or command and control.""}","{""Severity"": ""High"", ""Mitigation"": ""Isolate affected endpoint, terminate external processes, initiate network segmentation.""}"
Task_091,True,7.63,True,11.67,"{""TTP_ID"": ""T1071.002"", ""Explanation"": ""A scheduled task executing a cleanup routine, likely benign."", ""Severity"": ""Low"", ""Mitigation"": ""None required.""}","{""TTP_ID"": ""None (Benign)"", ""Explanation"": ""Windows Disk Cleanup running in scheduled service mode.""}","{""Severity"": ""Low"", ""Mitigation"": ""This is a standard background maintenance task by the Windows operating system.""}"
Task_092,True,8.64,True,11.78,"{""TTP_ID"": ""None (Benign)"", ""Explanation"": ""Legitimate MSBuild process executing a Visual Studio solution file."", ""Severity"": ""Low"", ""Mitigation"": ""Enforce application whitelisting. Monitor directory access patterns.""}","{""TTP_ID"": ""None (Benign)"", ""Explanation"": ""A developer executing an automated build process using MSBuild.""}","{""Severity"": ""Low"", ""Mitigation"": ""None required.""}"
Task_093,True,8.73,True,12.43,"{""TTP_ID"": ""T1021"", ""Explanation"": ""Network Diagnostics. The IT administrator is using the tracert utility to troubleshoot network connectivity issues."", ""Severity"": ""Low"", ""Mitigation"": ""Allow legitimate diagnostic tools through firewall.""}","{""TTP_ID"": ""T1023"", ""Explanation"": ""Network Diagnostics. The IT administrator is using the tracert command to troubleshoot network connectivity issues.""}","{""Severity"": ""Low"", ""Mitigation"": ""None required. Standard administrative activity.""}"
Task_094,True,7.2,True,12.08,"{""TTP_ID"": ""None (Benign)"", ""Explanation"": ""Administrative Management Tool running in expected context."", ""Severity"": ""Low"", ""Mitigation"": ""No action required.""}","{""TTP_ID"": ""None (Benign)"", ""Explanation"": ""Execution of the Server Manager console by an administrator user.""}","{""Severity"": ""Low"", ""Mitigation"": ""This is a standard execution of the legitimate Windows installation tool.""}"
Task_095,True,8.15,True,12.12,"{""TTP_ID"": ""None (Benign)"", ""Explanation"": ""Standard background process executing scheduled updates."", ""Severity"": ""Low"", ""Mitigation"": ""Ensure system is up to date with security patches.""}","{""TTP_ID"": ""None (Benign)"", ""Explanation"": ""Windows Update Notification Manager executing routine system updates.""}","{""Severity"": ""Low"", ""Mitigation"": ""None required (Benign). This is a normal process initiated by the Windows Defender.""}"
Task_096,True,11.18,True,16.08,"{""TTP_ID"": ""T1218"", ""Explanation"": ""A malicious Control Panel item (.cpl) was executed."", ""Severity"": ""High"", ""Mitigation"": ""Block known malicious .cpl files using application whitelisting or behavior-based detection.""}","{""TTP_ID"": ""T1209"", ""Explanation"": ""System Binary Proxy Execution. The attacker is executing a malicious Control Panel Item (.cpl) file, bypassing standard execution controls.""}","{""Severity"": ""High"", ""Mitigation"": ""Block .cpl files at the endpoint firewall. Implement application control to restrict execution of non-standard executables.""}"
Task_097,True,13.32,True,14.98,"{""TTP_ID"": ""T1097"", ""Explanation"": ""The Windows Defender Control Panel is being abused to execute a malicious payload via the WinDefend DLL. The attacker unloaded the WdFilter driver, replacing it with their own malicious code."", ""Severity"": ""High"", ""Mitigation"": ""Restore system integrity images using Sysinternals Sysprep or Windows Deployment Services.""}","{""TTP_ID"": ""T1075"", ""Explanation"": ""Modify Registry. The adversary is modifying the Windows Filter Manager registry key to potentially remove a malicious firewall filter.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately unload all loaded modules using fltMC.exe and initiate an in-depth forensic investigation.""}"
Task_098,True,9.46,True,14.8,"{""TTP_ID"": ""T1071"", ""Explanation"": ""Attacker executed a script to delete security event logs, hiding malicious activity."", ""Severity"": ""High"", ""Mitigation"": ""Implement strict file permissions. Monitor and restrict execution of scripts.""}","{""TTP_ID"": ""T1078.003"", ""Explanation"": ""The attacker executed a script to delete security event logs, attempting to erase forensic traces of their malicious activity.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately restore from backup. Implement strict file integrity monitoring and apply the latest antivirus signatures.""}"
Task_099,True,10.24,True,17.68,"{""TTP_ID"": ""T1075"", ""Explanation"": ""Registry Save Backup Attack. The attacker is creating a copy of the SAM hive to facilitate offline password hash cracking."", ""Severity"": ""High"", ""Mitigation"": ""Implement DPAPI or LSASS Protection. Restrict registry access via Active Directory Group Policy.""}","{""TTP_ID"": ""T1075"", ""Explanation"": ""OS Credential Dumping. The registry save SAM hive command line indicates an attempt to back up the Security Account Manager (SAM) hive for offline password hash cracking.""}","{""Severity"": ""High"", ""Mitigation"": ""Immediately isolate affected system, initiate incident response, reset all passwords, and consider replacing the hard drive.""}"
Task_100,True,10.34,True,14.57,"{""TTP_ID"": ""T1059.003"", ""Explanation"": ""Certutil is being abused to decode an encoded executable (.exe) from a file store."", ""Severity"": ""High"", ""Mitigation"": ""Restrict execution rights for certutil and monitor the C:\temp directory.""}","{""TTP_ID"": ""T1056"", ""Explanation"": ""Decode Base64 or Other Encodings. The attacker used certutil to decode a base64 encoded payload into an executable file.""}","{""Severity"": ""High"", ""Mitigation"": ""Block outbound connections to non-standard ports, restrict access to certutil.""}"
Task_101,True,10.01,True,14.2,"{""TTP_ID"": ""T1053"", ""Explanation"": ""MSBuild Execution. The attacker is abusing the MSBuild tool to execute a malicious XML project."", ""Severity"": ""High"", ""Mitigation"": ""Restrict execution permissions for MSBuild and monitor file system activity.""}","{""TTP_ID"": ""T1053"", ""Explanation"": ""Attacker is executing a malicious MSBuild project, which compiles and executes an embedded Visual Studio solution containing the payload.""}","{""Severity"": ""High"", ""Mitigation"": ""Block inbound/outbound MSBuild traffic; Implement application control to restrict execution of non-standard XML files.""}"
Task_102,True,10.51,True,16.36,"{""TTP_ID"": ""T1569.002"", ""Explanation"": ""Rclone is being abused to exfiltrate data directly to a cloud storage bucket."", ""Severity"": ""High"", ""Mitigation"": ""Block outbound connections to mega:backup_folder, implement strict access controls for rclone.""}","{""TTP_ID"": ""T1562.003"", ""Explanation"": ""OS Credential Dumping. The attacker is using the rclone utility to upload a copy of sensitive data stored on the local filesystem directly to an external cloud storage service, bypassing native file system backups.""}","{""Severity"": ""High"", ""Mitigation"": ""Implement strict network segmentation and access controls for rclone. Monitor outbound traffic to MEGA servers.""}"
